Symbol,GICS Sector,GICS Sub-Industry
CLAR,Consumer Non-Durables,Recreational Products/Toys
CLNE,Public Utilities,Natural Gas Distribution
CACG,n/a,n/a
YLDE,n/a,n/a
LRGE,n/a,n/a
CLFD,Public Utilities,Telecommunications Equipment
CLRO,Public Utilities,Telecommunications Equipment
CLSD,Health Care,Major Pharmaceuticals
CLIR,Capital Goods,Industrial Machinery/Components
CMTA,Health Care,Major Pharmaceuticals
CBLI,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CLVS,Health Care,Major Pharmaceuticals
CLPS,Technology,Computer Software: Prepackaged Software
CMFN,n/a,n/a
CMFNL,n/a,n/a
CMSS,Consumer Durables,Automotive Aftermarket
CMSSR,Consumer Durables,Automotive Aftermarket
CMSSU,Consumer Durables,Automotive Aftermarket
CMSSW,Consumer Durables,Automotive Aftermarket
CME,Finance,Investment Bankers/Brokers/Service
CCNE,Finance,Major Banks
CCB,Finance,Major Banks
COKE,Consumer Non-Durables,Beverages (Production/Distribution)
COCP,Health Care,Major Pharmaceuticals
CODA,Capital Goods,Industrial Machinery/Components
CDXS,Basic Industries,Major Chemicals
CODX,Health Care,Medical/Dental Instruments
CVLY,Finance,Savings Institutions
JVA,Consumer Non-Durables,Food Distributors
CCOI,Consumer Services,Telecommunications Equipment
CGNX,Capital Goods,Industrial Machinery/Components
CTSH,Technology,EDP Services
CWBR,Health Care,Major Pharmaceuticals
COHR,Capital Goods,Biotechnology: Laboratory Analytical Instruments
CHRS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COHU,Capital Goods,Electrical Products
CLCT,Miscellaneous,Business Services
COLL,Health Care,Major Pharmaceuticals
CIGI,Finance,Real Estate
CLGN,Health Care,Industrial Specialties
CBAN,Finance,Major Banks
COLB,Finance,Major Banks
CLBK,Finance,Savings Institutions
COLM,Consumer Non-Durables,Apparel
CMCO,Capital Goods,Construction/Ag Equipment/Trucks
CMCSA,Consumer Services,Television Services
CCNI,Technology,Professional Services
CBSH,Finance,Major Banks
CBSHP,Finance,Major Banks
CVGI,Capital Goods,Auto Parts:O.E.M.
COMM,Technology,Radio And Television Broadcasting And Communications Equipment
JCS,Public Utilities,Telecommunications Equipment
ESXB,Finance,Major Banks
CFBI,Finance,Savings Institutions
CTBI,Finance,Major Banks
CWBC,Finance,Major Banks
CVLT,Technology,Computer Software: Prepackaged Software
CGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CPSI,Technology,EDP Services
CTG,Technology,EDP Services
SCOR,Miscellaneous,Business Services
CHCI,Capital Goods,Homebuilding
CMTL,Technology,Radio And Television Broadcasting And Communications Equipment
CNAT,Health Care,Major Pharmaceuticals
CNCE,Health Care,Major Pharmaceuticals
BBCP,Basic Industries,Engineering & Construction
CDOR,Consumer Services,Real Estate Investment Trusts
CFMS,Health Care,Industrial Specialties
CNFR,Finance,Property-Casualty Insurers
CNFRL,Finance,Property-Casualty Insurers
CNMD,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CTWS,Public Utilities,Water Supply
CNOB,Finance,Major Banks
CONN,Consumer Services,Consumer Electronics/Video Chains
CNSL,Public Utilities,Telecommunications Equipment
CWCO,Public Utilities,Water Supply
CNAC,Health Care,Medical Specialities
CNACR,Health Care,Medical Specialities
CNACU,Health Care,Medical Specialities
CNACW,Health Care,Medical Specialities
CNST,Health Care,Major Pharmaceuticals
ROAD,Basic Industries,Military/Government/Technical
CPSS,Finance,Finance: Consumer Services
CFRX,Health Care,Major Pharmaceuticals
CTRV,Health Care,Major Pharmaceuticals
CTRL,Capital Goods,Electrical Products
AWSM,Consumer Non-Durables,Electronic Components
CPRT,Consumer Durables,Automotive Aftermarket
CRBP,Health Care,Major Pharmaceuticals
CORT,Health Care,Major Pharmaceuticals
CORE,Consumer Non-Durables,Food Distributors
CSOD,Technology,Computer Software: Prepackaged Software
CORV,Health Care,Major Pharmaceuticals
CRVL,Finance,Specialty Insurers
CRVS,Health Care,Major Pharmaceuticals
CSGP,Miscellaneous,Business Services
COST,Consumer Services,Department/Specialty Retail Stores
CPAH,Technology,Computer Software: Prepackaged Software
ICBK,Finance,Major Banks
COUP,Technology,Computer Software: Prepackaged Software
CVTI,Transportation,Trucking Freight/Courier Services
CVET,Health Care,Medical/Nursing Services
COWN,Finance,Investment Bankers/Brokers/Service
COWNL,Finance,Investment Bankers/Brokers/Service
COWNZ,Finance,Investment Bankers/Brokers/Service
PMTS,Finance,Finance Companies
CPSH,Capital Goods,Building Materials
CRAI,Miscellaneous,Other Consumer Services
CBRL,Consumer Services,Restaurants
BREW,Consumer Non-Durables,Beverages (Production/Distribution)
CRAY,Technology,Computer Manufacturing
CREX,Technology,EDP Services
CREXW,Technology,EDP Services
CACC,Finance,Finance: Consumer Services
DGLD,Finance,Investment Bankers/Brokers/Service
DSLV,Finance,Investment Bankers/Brokers/Service
GLDI,Finance,Investment Bankers/Brokers/Service
SLVO,Finance,Investment Bankers/Brokers/Service
TVIX,Finance,Investment Bankers/Brokers/Service
UGLD,Finance,Investment Bankers/Brokers/Service
USLV,Finance,Investment Bankers/Brokers/Service
USOI,Finance,Investment Bankers/Brokers/Service
VIIX,Finance,Investment Bankers/Brokers/Service
ZIV,Finance,Investment Bankers/Brokers/Service
CREE,Technology,Semiconductors
CRESY,Finance,Real Estate
CRNX,Health Care,Major Pharmaceuticals
CRSP,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRTO,Technology,Advertising
CROX,Consumer Non-Durables,Shoe Manufacturing
CRON,Consumer Durables,Specialty Chemicals
CCRN,Technology,Professional Services
CRWS,Basic Industries,Textiles
CYRX,Transportation,Oil Refining/Marketing
CYRXW,Transportation,Oil Refining/Marketing
CSGS,Technology,EDP Services
CCLP,Energy,Oilfield Services/Equipment
CSPI,Technology,EDP Services
CSWI,Basic Industries,Home Furnishings
CSX,Transportation,Railroads
CTIC,Health Care,Major Pharmaceuticals
CTIB,Basic Industries,Specialty Chemicals
CTRP,Miscellaneous,Business Services
CUE,Health Care,Major Pharmaceuticals
CUI,Consumer Non-Durables,Electronic Components
CPIX,Health Care,Major Pharmaceuticals
CMLS,Consumer Services,Broadcasting
CRIS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CUTR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVBF,Finance,Major Banks
CVV,Technology,Industrial Machinery/Components
CYAN,Consumer Durables,Specialty Chemicals
CYBR,Technology,Computer Software: Prepackaged Software
CYBE,Capital Goods,Electronic Components
CYCC,Health Care,Major Pharmaceuticals
CYCCP,Health Care,Major Pharmaceuticals
CBAY,Health Care,Major Pharmaceuticals
CY,Technology,Semiconductors
CYRN,Technology,Computer Software: Prepackaged Software
CONE,Consumer Services,Real Estate Investment Trusts
CYTK,Health Care,Major Pharmaceuticals
CTMX,Health Care,Major Pharmaceuticals
CYTX,Health Care,Medical/Dental Instruments
CYTXZ,Health Care,Medical/Dental Instruments
CTSO,Health Care,Medical/Dental Instruments
CYTR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DJCO,Consumer Services,Newspapers/Magazines
DAKT,Consumer Durables,Miscellaneous manufacturing industries
DARE,Health Care,Major Pharmaceuticals
DRIO,Health Care,Medical/Dental Instruments
DRIOW,Health Care,Medical/Dental Instruments
DZSI,Public Utilities,Telecommunications Equipment
DSKE,Consumer Services,Transportation Services
DSKEW,Consumer Services,Transportation Services
DAIO,Capital Goods,Electrical Products
DTSS,Technology,Computer Software: Prepackaged Software
PLAY,Consumer Services,Restaurants
DTEA,Consumer Non-Durables,Food Chains
DFNL,n/a,n/a
DINT,n/a,n/a
DUSA,n/a,n/a
DWLD,n/a,n/a
DWSN,Energy,Oil & Gas Production
DBVT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DDMX,Finance,Business Services
DDMXU,Finance,Business Services
DDMXW,Finance,Business Services
DCPH,Health Care,Major Pharmaceuticals
DFRG,Consumer Services,Restaurants
TACO,Consumer Services,Restaurants
TACOW,Consumer Services,Restaurants
DMPI,Health Care,Major Pharmaceuticals
DNLI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DENN,Consumer Services,Restaurants
XRAY,Health Care,Medical/Dental Instruments
DERM,Health Care,Major Pharmaceuticals
DEST,Consumer Services,Clothing/Shoe/Accessory Stores
DXLG,Consumer Services,Clothing/Shoe/Accessory Stores
DSWL,Consumer Non-Durables,Plastic Products
DXCM,Health Care,Medical/Dental Instruments
DFBH,Finance,Business Services
DFBHU,Finance,Business Services
DFBHW,Finance,Business Services
DHXM,n/a,n/a
DMAC,Health Care,Major Pharmaceuticals
DHIL,Finance,Investment Managers
FANG,Energy,Oil & Gas Production
DCIX,Transportation,Marine Transportation
DRNA,Health Care,Major Pharmaceuticals
DFFN,Health Care,Major Pharmaceuticals
DGII,Technology,Computer Communications Equipment
DMRC,Technology,EDP Services
DRAD,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY,Technology,Radio And Television Broadcasting And Communications Equipment
APPS,Miscellaneous,Multi-Sector Companies
DCOM,Finance,Savings Institutions
DIOD,Technology,Semiconductors
DISCA,Consumer Services,Television Services
DISCB,Consumer Services,Television Services
DISCK,Consumer Services,Television Services
DISH,Consumer Services,Television Services
DVCR,Health Care,Hospital/Nursing Management
SAUC,Consumer Services,Restaurants
DLHC,Technology,Professional Services
BOOM,Capital Goods,Industrial Specialties
DNBF,Finance,Major Banks
DOCU,Technology,Computer Software: Prepackaged Software
DOGZ,Consumer Durables,Miscellaneous manufacturing industries
DLTR,Consumer Services,Department/Specialty Retail Stores
DLPN,Consumer Services,Other Consumer Services
DLPNW,Consumer Services,Other Consumer Services
DOMO,Technology,Computer Software: Prepackaged Software
DGICA,Finance,Property-Casualty Insurers
DGICB,Finance,Property-Casualty Insurers
DMLP,Energy,Oil & Gas Production
DORM,Capital Goods,Auto Parts:O.E.M.
DOVA,Health Care,Major Pharmaceuticals
LYL,Finance,Finance/Investors Services
DBX,Technology,Computer Software: Prepackaged Software
DCAR,Consumer Services,Telecommunications Equipment
DRYS,Transportation,Marine Transportation
DSPG,Technology,Semiconductors
DLTH,Consumer Services,Clothing/Shoe/Accessory Stores
DNKN,Consumer Services,Restaurants
DRRX,Health Care,Major Pharmaceuticals
DXPE,Capital Goods,Industrial Machinery/Components
DYSL,Capital Goods,Industrial Machinery/Components
DYNT,Health Care,Medical/Dental Instruments
DVAX,Health Care,Major Pharmaceuticals
ETFC,Finance,Savings Institutions
SSP,Consumer Services,Broadcasting
EBMT,Finance,Major Banks
EGBN,Finance,Major Banks
EGLE,Transportation,Marine Transportation
EFBI,Finance,Savings Institutions
EGRX,Health Care,Major Pharmaceuticals
EWBC,Finance,Major Banks
EML,Capital Goods,Industrial Machinery/Components
EAST,Consumer Non-Durables,Beverages (Production/Distribution)
EVGBC,n/a,n/a
EVSTC,n/a,n/a
EVFTC,n/a,n/a
EVLMC,n/a,n/a
OKDCC,n/a,n/a
EBAY,Miscellaneous,Business Services
EBAYL,Miscellaneous,Business Services
EBIX,Technology,EDP Services
ECHO,Transportation,Oil Refining/Marketing
SATS,Technology,Radio And Television Broadcasting And Communications Equipment
EEI,Consumer Services,Military/Government/Technical
EDAP,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDGE,Health Care,Major Pharmaceuticals
EDNT,Consumer Non-Durables,Recreational Products/Toys
EDIT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDTX,Finance,Business Services
EDTXU,Finance,Business Services
EDTXW,Finance,Business Services
EDUC,Consumer Durables,Consumer Specialties
EGAN,Technology,Computer Software: Prepackaged Software
EHTH,Finance,Specialty Insurers
EIDX,Health Care,Major Pharmaceuticals
EIGR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,Capital Goods,Industrial Machinery/Components
LOCO,Consumer Services,Restaurants
ESLT,Capital Goods,Military/Government/Technical
ERI,Consumer Services,Hotels/Resorts
SOLO,Capital Goods,Auto Manufacturing
SOLOW,Capital Goods,Auto Manufacturing
ECOR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EA,Technology,Computer Software: Prepackaged Software
EFII,Technology,Computer Communications Equipment
ELSE,Capital Goods,Industrial Machinery/Components
ESBK,Finance,Major Banks
ELOX,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELTK,Technology,Electrical Products
EMCI,Finance,Property-Casualty Insurers
EMCF,Finance,Major Banks
EMKR,Technology,Semiconductors
EMMS,Consumer Services,Broadcasting
NYNY,Consumer Services,Restaurants
ENTA,Health Care,Major Pharmaceuticals
ECPG,Finance,Finance Companies
WIRE,Capital Goods,Metal Fabrications
ENDP,Health Care,Major Pharmaceuticals
ELGX,Health Care,Medical/Dental Instruments
NDRA,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI,Technology,Computer Software: Prepackaged Software
WATT,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,Consumer Durables,Building Products
ERII,Technology,Industrial Machinery/Components
ENG,Consumer Services,Military/Government/Technical
ENOB,Health Care,Major Pharmaceuticals
ENPH,Technology,Semiconductors
ESGR,Finance,Property-Casualty Insurers
ESGRO,Finance,Property-Casualty Insurers
ESGRP,Finance,Property-Casualty Insurers
ETTX,Health Care,Major Pharmaceuticals
ENFC,Finance,Banks
ENTG,Consumer Non-Durables,Plastic Products
ENTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EBTC,Finance,Major Banks
EFSC,Finance,Major Banks
EPZM,Health Care,Major Pharmaceuticals
PLUS,Technology,Retail: Computer Software & Peripheral Equipment
EPSN,n/a,n/a
EQ,Health Care,Major Pharmaceuticals
EQIX,Consumer Services,Real Estate Investment Trusts
EQBK,Finance,Major Banks
ERIC,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Finance,Specialty Insurers
ERYP,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESCA,Consumer Non-Durables,Recreational Products/Toys
ESPR,Health Care,Major Pharmaceuticals
ESQ,Finance,Commercial Banks
ESSA,Finance,Banks
EPIX,Health Care,Major Pharmaceuticals
ESTA,Health Care,Industrial Specialties
ESTR,Public Utilities,Environmental Services
ESTRW,Public Utilities,Environmental Services
VBND,n/a,n/a
VUSE,n/a,n/a
VIDI,n/a,n/a
ETON,Health Care,Major Pharmaceuticals
ETSY,Miscellaneous,Business Services
CLWT,Consumer Durables,Diversified Electronic Products
EDRY,Consumer Services,Marine Transportation
EEFT,Finance,Investment Bankers/Brokers/Service
ESEA,Transportation,Marine Transportation
EVLO,Health Care,Major Pharmaceuticals
EVBG,Technology,Computer Software: Prepackaged Software
EVK,Consumer Non-Durables,Apparel
EVER,Technology,"Computer Software: Programming, Data Processing"
MRAM,Technology,Semiconductors
EVLV,Consumer Services,Catalog/Specialty Distribution
EVOP,Miscellaneous,Business Services
EVFM,Health Care,Major Pharmaceuticals
EVGN,Basic Industries,Agricultural Chemicals
EVOK,Health Care,Major Pharmaceuticals
EOLS,Health Care,Major Pharmaceuticals
EVOL,Technology,EDP Services
EXAS,Health Care,Biotechnology: Commercial Physical & Biological Resarch
FLAG,n/a,n/a
ROBO,n/a,n/a
XELA,Miscellaneous,Business Services
EXEL,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,Capital Goods,Electrical Products
EXLS,Miscellaneous,Business Services
EXPI,Finance,Real Estate
EXPE,Consumer Services,Transportation Services
EXPD,Transportation,Oil Refining/Marketing
EXPO,Consumer Services,Professional Services
STAY,Consumer Services,Hotels/Resorts
XOG,Energy,Oil & Gas Production
EXTR,Technology,Computer Communications Equipment
EYEG,Health Care,Major Pharmaceuticals
EYEGW,Health Care,Major Pharmaceuticals
EYEN,Health Care,Major Pharmaceuticals
EYPT,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,Consumer Services,Other Specialty Stores
FFIV,Technology,Computer Communications Equipment
FB,Technology,"Computer Software: Programming, Data Processing"
FLMN,Energy,Oil & Gas Production
FLMNW,Energy,Oil & Gas Production
DAVE,Consumer Services,Restaurants
FANH,Finance,Specialty Insurers
FARM,Consumer Non-Durables,Packaged Foods
FMAO,Finance,Savings Institutions
FMNB,Finance,Major Banks
FAMI,Consumer Non-Durables,Packaged Foods
FARO,Capital Goods,Industrial Machinery/Components
FAST,Consumer Services,RETAIL: Building Materials
FAT,Consumer Services,Restaurants
FATE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,Finance,Major Banks
FLF,Finance,Life Insurance
FNHC,Finance,Property-Casualty Insurers
FENC,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GSM,Capital Goods,Metal Fabrications
FFBW,Finance,Savings Institutions
FCSC,Health Care,Major Pharmaceuticals
FGEN,Health Care,Major Pharmaceuticals
FDBC,Finance,Major Banks
ONEQ,n/a,n/a
LION,Finance,Major Banks
FDUS,n/a,n/a
FDUSL,n/a,n/a
FDUSZ,n/a,n/a
FRGI,Consumer Services,Restaurants
FITB,Finance,Major Banks
FITBI,Finance,Major Banks
FISI,Finance,Major Banks
FNSR,Technology,Semiconductors
FNJN,Miscellaneous,Multi-Sector Companies
FTAC,Finance,Business Services
FTACU,Finance,Business Services
FTACW,Finance,Business Services
FEYE,Technology,Computer peripheral equipment
FBNC,Finance,Major Banks
FNLC,Finance,Major Banks
FRBA,n/a,n/a
BUSE,Finance,Major Banks
FBIZ,Finance,Major Banks
FCAP,Finance,Savings Institutions
FCBP,Finance,Major Banks
FCNCA,Finance,Major Banks
FCBC,Finance,Major Banks
FCCO,Finance,Major Banks
FDEF,Finance,Savings Institutions
FFBC,Finance,Major Banks
FFIN,Finance,Major Banks
THFF,Finance,Major Banks
FFNW,Finance,Major Banks
FFWM,Finance,Major Banks
FGBI,Finance,Savings Institutions
FHB,Finance,Major Banks
INBK,Finance,Major Banks
INBKL,Finance,Major Banks
FIBK,Finance,Major Banks
FRME,Finance,Major Banks
FMBH,Finance,Major Banks
FMBI,Finance,Major Banks
FNWB,Finance,Banks
FSFG,Finance,Savings Institutions
FSLR,Technology,Semiconductors
FAAR,n/a,n/a
FPA,n/a,n/a
BICK,n/a,n/a
FBZ,n/a,n/a
FTHI,n/a,n/a
FCAL,n/a,n/a
FCAN,n/a,n/a
FTCS,n/a,n/a
FCEF,n/a,n/a
FCA,n/a,n/a
SKYY,n/a,n/a
RNDM,n/a,n/a
FDT,n/a,n/a
FDTS,n/a,n/a
FVC,n/a,n/a
FV,n/a,n/a
IFV,n/a,n/a
DDIV,n/a,n/a
DVOL,n/a,n/a
DVLU,n/a,n/a
DWPP,n/a,n/a
DALI,n/a,n/a
FDNI,n/a,n/a
FEM,n/a,n/a
RNEM,n/a,n/a
FEMB,n/a,n/a
FEMS,n/a,n/a
FTSM,n/a,n/a
FEP,n/a,n/a
FEUZ,n/a,n/a
FGM,n/a,n/a
FTGC,n/a,n/a
FTLB,n/a,n/a
HYLS,n/a,n/a
FHK,n/a,n/a
NFTY,n/a,n/a
FTAG,n/a,n/a
FTRI,n/a,n/a
LEGR,n/a,n/a
FPXI,n/a,n/a
FPXE,n/a,n/a
FJP,n/a,n/a
FEX,n/a,n/a
FTC,n/a,n/a
RNLC,n/a,n/a
FTA,n/a,n/a
FLN,n/a,n/a
LMBS,n/a,n/a
LDSF,n/a,n/a
FMB,n/a,n/a
FMK,n/a,n/a
FNX,n/a,n/a
FNY,n/a,n/a
RNMC,n/a,n/a
FNK,n/a,n/a
FAD,n/a,n/a
FAB,n/a,n/a
MDIV,n/a,n/a
MCEF,n/a,n/a
FMHI,n/a,n/a
QABA,n/a,n/a
ROBT,n/a,n/a
FTXO,n/a,n/a
QCLN,n/a,n/a
GRID,n/a,n/a
CIBR,n/a,n/a
FTXG,n/a,n/a
CARZ,n/a,n/a
FTXN,n/a,n/a
FTXH,n/a,n/a
FTXD,n/a,n/a
FTXL,n/a,n/a
FONE,n/a,n/a
TDIV,n/a,n/a
FTXR,n/a,n/a
QQEW,n/a,n/a
QQXT,n/a,n/a
QTEC,n/a,n/a
AIRR,n/a,n/a
RDVY,n/a,n/a
RFAP,n/a,n/a
RFDI,n/a,n/a
RFEM,n/a,n/a
RFEU,n/a,n/a
FID,n/a,n/a
FTSL,n/a,n/a
FYX,n/a,n/a
FYC,n/a,n/a
RNSC,n/a,n/a
FYT,n/a,n/a
SDVY,n/a,n/a
FKO,n/a,n/a
FCVT,n/a,n/a
FDIV,n/a,n/a
FSZ,n/a,n/a
FIXD,n/a,n/a
TUSA,n/a,n/a
FKU,n/a,n/a
RNDV,n/a,n/a
FUNC,Finance,Major Banks
FUSB,Finance,Major Banks
MYFW,Finance,Major Banks
FCFS,Consumer Services,Other Specialty Stores
SVVC,n/a,n/a
FSV,Finance,Real Estate
FISV,Technology,EDP Services
FIVE,Consumer Services,Department/Specialty Retail Stores
FPRX,Health Care,Major Pharmaceuticals
FVE,Health Care,Hospital/Nursing Management
FIVN,Technology,EDP Services
FLEX,Technology,Electrical Products
FLKS,Health Care,Major Pharmaceuticals
FLXN,Health Care,Major Pharmaceuticals
SKOR,n/a,n/a
LKOR,n/a,n/a
MBSD,n/a,n/a
ASET,n/a,n/a
ESGG,n/a,n/a
ESG,n/a,n/a
QLC,n/a,n/a
FPAY,Technology,Diversified Commercial Services
FPAYW,Technology,Diversified Commercial Services
FLXS,Consumer Durables,Home Furnishings
FLIR,Capital Goods,Industrial Machinery/Components
FLNT,Consumer Services,Advertising
FLDM,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Finance,Major Banks
FNCB,Finance,Major Banks
FOMX,Consumer Durables,Specialty Chemicals
FOCS,Finance,Investment Managers
FONR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FSCT,Technology,Computer peripheral equipment
FRSX,Technology,Computer Software: Prepackaged Software
FORM,Technology,Semiconductors
FORTY,Technology,EDP Services
FORR,Consumer Services,Diversified Commercial Services
FRTA,Capital Goods,Building Materials
FTNT,Technology,Computer peripheral equipment
FBIO,Health Care,Major Pharmaceuticals
FBIOP,Health Care,Major Pharmaceuticals
FTSV,Health Care,Major Pharmaceuticals
FMCI,Finance,Business Services
FMCIU,Finance,Business Services
FMCIW,Finance,Business Services
FWRD,Transportation,Oil Refining/Marketing
FORD,Consumer Non-Durables,Plastic Products
FWP,Health Care,Major Pharmaceuticals
FOSL,Consumer Non-Durables,Consumer Specialties
FOXF,Consumer Non-Durables,Motor Vehicles
FRAN,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,Consumer Durables,Metal Fabrications
FRED,Consumer Services,Department/Specialty Retail Stores
RAIL,Capital Goods,Railroads
FEIM,Capital Goods,Electrical Products
FRPT,Consumer Non-Durables,Packaged Foods
FTDR,Finance,Diversified Commercial Services
FTEO,n/a,n/a
FTR,Public Utilities,Telecommunications Equipment
FRPH,Finance,Real Estate
FSBW,Finance,Banks
FSBC,Finance,Savings Institutions
FTD,Consumer Services,Other Consumer Services
FTEK,Capital Goods,Pollution Control Equipment
FCEL,Miscellaneous,Industrial Machinery/Components
FLGT,Health Care,Medical Specialities
FORK,Consumer Non-Durables,Plastic Products
FLL,Consumer Services,Hotels/Resorts
FULT,Finance,Major Banks
FNKO,Consumer Non-Durables,Recreational Products/Toys
FSNN,Technology,Computer Software: Prepackaged Software
FTFT,Consumer Non-Durables,Packaged Foods
FFHL,Capital Goods,Specialty Chemicals
FVCB,Finance,Major Banks
WILC,Consumer Non-Durables,Food Distributors
GTHX,Health Care,Major Pharmaceuticals
FOANC,n/a,n/a
GRBIC,n/a,n/a
MOGLC,n/a,n/a
PETZC,n/a,n/a
GAIA,Consumer Services,Movies/Entertainment
GLPG,Health Care,Major Pharmaceuticals
GALT,Health Care,Major Pharmaceuticals
GLMD,Health Care,Major Pharmaceuticals
GMDA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLPI,Consumer Services,Real Estate Investment Trusts
GPIC,Consumer Non-Durables,Recreational Products/Toys
GRMN,Capital Goods,Industrial Machinery/Components
GARS,n/a,n/a
GLIBA,Public Utilities,Telecommunications Equipment
GLIBP,Public Utilities,Telecommunications Equipment
GDS,Technology,"Computer Software: Programming, Data Processing"
GEMP,Health Care,Major Pharmaceuticals
GENC,Capital Goods,Construction/Ag Equipment/Trucks
GFN,Technology,Diversified Commercial Services
GFNCP,Technology,Diversified Commercial Services
GFNSL,Technology,Diversified Commercial Services
GENE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNUS,Consumer Services,Movies/Entertainment
GNMK,Health Care,Medical/Dental Instruments
GNCA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,Health Care,Medical Specialities
GNPX,Health Care,Major Pharmaceuticals
GNTX,Capital Goods,Auto Parts:O.E.M.
THRM,Capital Goods,Auto Parts:O.E.M.
GEOS,Capital Goods,Industrial Machinery/Components
GABC,Finance,Major Banks
GERN,Health Care,Major Pharmaceuticals
GEVO,Basic Industries,Major Chemicals
ROCK,Capital Goods,Steel/Iron Ore
GIGM,Technology,"Computer Software: Programming, Data Processing"
GIII,Consumer Non-Durables,Apparel
GILT,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,Finance,Major Banks
GLAD,Consumer Non-Durables,Textiles
GLADD,Consumer Non-Durables,Textiles
GLADN,Consumer Non-Durables,Textiles
GOOD,Consumer Services,Real Estate
GOODM,Consumer Services,Real Estate
GOODO,Consumer Services,Real Estate
GOODP,Consumer Services,Real Estate
GAIN,n/a,n/a
GAINL,n/a,n/a
GAINM,n/a,n/a
LAND,Consumer Services,Real Estate Investment Trusts
LANDP,Consumer Services,Real Estate Investment Trusts
GLBZ,Finance,Major Banks
GBT,Health Care,Major Pharmaceuticals
ENT,Consumer Services,Telecommunications Equipment
GBLI,Finance,Property-Casualty Insurers
GBLIL,Finance,Property-Casualty Insurers
GBLIZ,Finance,Property-Casualty Insurers
SELF,Consumer Services,Real Estate Investment Trusts
GWRS,Public Utilities,Water Supply
DRIV,n/a,n/a
KRMA,n/a,n/a
DAX,n/a,n/a
EBIZ,n/a,n/a
FINX,n/a,n/a
AIQ,n/a,n/a
BFIT,n/a,n/a
SNSR,n/a,n/a
LNGR,n/a,n/a
MILN,n/a,n/a
CHIC,n/a,n/a
EFAS,n/a,n/a
QYLD,n/a,n/a
BOTZ,n/a,n/a
CATH,n/a,n/a
SOCL,n/a,n/a
ALTY,n/a,n/a
SRET,n/a,n/a
YLCO,n/a,n/a
GLBS,Transportation,Marine Transportation
GLUU,Technology,EDP Services
GLYC,Health Care,Major Pharmaceuticals
GOGO,Consumer Services,Telecommunications Equipment
GLNG,Consumer Services,Marine Transportation
GMLP,Consumer Services,Marine Transportation
GMLPP,Consumer Services,Marine Transportation
DNJR,Finance,Finance: Consumer Services
GDEN,Consumer Services,Services-Misc. Amusement & Recreation
GOGL,Consumer Services,Marine Transportation
GBDC,n/a,n/a
GTIM,Consumer Services,Restaurants
GSHD,Finance,Specialty Insurers
GPRO,Miscellaneous,Industrial Machinery/Components
GPAQ,Finance,Business Services
GPAQU,Finance,Business Services
GPAQW,Finance,Business Services
GRSH,Finance,Business Services
GRSHU,Finance,Business Services
GRSHW,Finance,Business Services
GMHIU,Finance,Business Services
GOSS,Health Care,Major Pharmaceuticals
LOPE,Consumer Services,Other Consumer Services
GRVY,Miscellaneous,Business Services
GECC,n/a,n/a
GECCL,n/a,n/a
GECCM,n/a,n/a
GEC,Technology,Computer Software: Prepackaged Software
GLDD,Basic Industries,Military/Government/Technical
GSBC,Finance,Major Banks
GRBK,Capital Goods,Homebuilding
